subject,variable,likert,task,modal,wh,answer,story
A3VDG4N48AVYGQ,answer,5.0,likely,mod,where,MS,hideseek
A6ZAKE3FP8YKY,answer,4.0,likely,mod,where,MS,hideseek
AB5T5XCK2ZD47,answer,4.0,likely,mod,where,MS,hideseek
A1V1JNPU0KOA3X,answer,3.0,likely,mod,where,MS,hideseek
AOWW3URQNRJ6U,answer,5.0,likely,mod,where,MS,hideseek
A31A4YKVSOYRVS,answer,2.0,likely,mod,where,MS,hideseek
A20N1NK5X5S88F,answer,3.0,likely,mod,who,MS,customer
AMPMTF5IAAMK8,answer,4.0,likely,mod,who,MS,customer
A1CY01G7686ORZ,answer,3.0,likely,mod,who,MS,customer
A2UBEPT605E8T2,answer,5.0,likely,mod,who,MS,customer
A2BF3A9KYSEFPO,answer,5.0,likely,mod,who,MS,customer
A3BXT78QXFC6F3,answer,5.0,likely,mod,who,MS,customer
A2NXHJ905WLGAA,answer,5.0,likely,mod,who,MS,customer
A2RVFMCKSSEHDV,answer,4.0,likely,mod,who,MS,customer
A3IDAO8T75VO3Z,answer,4.0,likely,mod,who,MS,customer
AK27D3SD6EZX6,answer,3.0,likely,mod,who,MS,customer
AXKTYKCT9NGHS,answer,5.0,likely,mod,who,MS,customer
A3IEGJT83U746S,answer,5.0,likely,mod,who,MS,customer
A10JXOU89D5RXR,answer,5.0,likely,mod,who,MS,customer
A3VDG4N48AVYGQ,answer,5.0,likely,mod,who,MS,customer
A6ZAKE3FP8YKY,answer,3.0,likely,mod,who,MS,customer
AB5T5XCK2ZD47,answer,4.0,likely,mod,who,MS,customer
A1V1JNPU0KOA3X,answer,4.0,likely,mod,who,MS,customer
AOWW3URQNRJ6U,answer,3.0,likely,mod,who,MS,customer
A31A4YKVSOYRVS,answer,3.0,likely,mod,who,MS,customer
A20N1NK5X5S88F,answer,4.0,likely,mod,how,MS,holywood
AMPMTF5IAAMK8,answer,4.0,likely,mod,how,MS,holywood
A1CY01G7686ORZ,answer,0.0,likely,mod,how,MS,holywood
A2UBEPT605E8T2,answer,5.0,likely,mod,how,MS,holywood
A2BF3A9KYSEFPO,answer,5.0,likely,mod,how,MS,holywood
A3BXT78QXFC6F3,answer,5.0,likely,mod,how,MS,holywood
A2NXHJ905WLGAA,answer,3.0,likely,mod,how,MS,holywood
A2RVFMCKSSEHDV,answer,4.0,likely,mod,how,MS,holywood
A3IDAO8T75VO3Z,answer,3.0,likely,mod,how,MS,holywood
AK27D3SD6EZX6,answer,5.0,likely,mod,how,MS,holywood
AXKTYKCT9NGHS,answer,4.0,likely,mod,how,MS,holywood
A3IEGJT83U746S,answer,5.0,likely,mod,how,MS,holywood
A10JXOU89D5RXR,answer,5.0,likely,mod,how,MS,holywood
A3VDG4N48AVYGQ,answer,5.0,likely,mod,how,MS,holywood
A6ZAKE3FP8YKY,answer,3.0,likely,mod,how,MS,holywood
AB5T5XCK2ZD47,answer,4.0,likely,mod,how,MS,holywood
A1V1JNPU0KOA3X,answer,2.0,likely,mod,how,MS,holywood
AOWW3URQNRJ6U,answer,4.0,likely,mod,how,MS,holywood
A31A4YKVSOYRVS,answer,2.0,likely,mod,how,MS,holywood
A20N1NK5X5S88F,answer,5.0,likely,mod,who,MS,intern
AMPMTF5IAAMK8,answer,4.0,likely,mod,who,MS,intern
A1CY01G7686ORZ,answer,4.0,likely,mod,who,MS,intern
A2UBEPT605E8T2,answer,5.0,likely,mod,who,MS,intern
A2BF3A9KYSEFPO,answer,5.0,likely,mod,who,MS,intern
A3BXT78QXFC6F3,answer,3.0,likely,mod,who,MS,intern
A2NXHJ905WLGAA,answer,3.0,likely,mod,who,MS,intern
A2RVFMCKSSEHDV,answer,4.0,likely,mod,who,MS,intern
A3IDAO8T75VO3Z,answer,3.0,likely,mod,who,MS,intern
AK27D3SD6EZX6,answer,4.0,likely,mod,who,MS,intern
AXKTYKCT9NGHS,answer,5.0,likely,mod,who,MS,intern
A3IEGJT83U746S,answer,5.0,likely,mod,who,MS,intern
A10JXOU89D5RXR,answer,5.0,likely,mod,who,MS,intern
A3VDG4N48AVYGQ,answer,4.0,likely,mod,who,MS,intern
A6ZAKE3FP8YKY,answer,3.0,likely,mod,who,MS,intern
AB5T5XCK2ZD47,answer,3.0,likely,mod,who,MS,intern
A1V1JNPU0KOA3X,answer,4.0,likely,mod,who,MS,intern
AOWW3URQNRJ6U,answer,4.0,likely,mod,who,MS,intern
A31A4YKVSOYRVS,answer,3.0,likely,mod,who,MS,intern
A20N1NK5X5S88F,answer,2.0,likely,mod,where,MS,lights
AMPMTF5IAAMK8,answer,4.0,likely,mod,where,MS,lights
A1CY01G7686ORZ,answer,2.0,likely,mod,where,MS,lights
A2UBEPT605E8T2,answer,5.0,likely,mod,where,MS,lights
A2BF3A9KYSEFPO,answer,2.0,likely,mod,where,MS,lights
A3BXT78QXFC6F3,answer,3.0,likely,mod,where,MS,lights
A2NXHJ905WLGAA,answer,4.0,likely,mod,where,MS,lights
A2RVFMCKSSEHDV,answer,4.0,likely,mod,where,MS,lights
A3IDAO8T75VO3Z,answer,3.0,likely,mod,where,MS,lights
AK27D3SD6EZX6,answer,4.0,likely,mod,where,MS,lights
AXKTYKCT9NGHS,answer,5.0,likely,mod,where,MS,lights
A3IEGJT83U746S,answer,5.0,likely,mod,where,MS,lights
A10JXOU89D5RXR,answer,5.0,likely,mod,where,MS,lights
A3VDG4N48AVYGQ,answer,5.0,likely,mod,where,MS,lights
A6ZAKE3FP8YKY,answer,4.0,likely,mod,where,MS,lights
AB5T5XCK2ZD47,answer,3.0,likely,mod,where,MS,lights
A1V1JNPU0KOA3X,answer,3.0,likely,mod,where,MS,lights
AOWW3URQNRJ6U,answer,4.0,likely,mod,where,MS,lights
A31A4YKVSOYRVS,answer,1.0,likely,mod,where,MS,lights
A3V8C77FN4FLUA,answer,4.0,likely,mod,how,MA,political
A1YUK67SL5TWT0,answer,5.0,likely,mod,how,MA,political
AMIEYCL7GQF9L,answer,2.0,likely,mod,how,MA,political
ACON9O9NMFOHE,answer,1.0,likely,mod,how,MA,political
AQ5C03D6O9LK6,answer,4.0,likely,mod,how,MA,political
A3IRT5NAX14OIT,answer,2.0,likely,mod,how,MA,political
A3I1W58P6SIV26,answer,3.0,likely,mod,how,MA,political
A2B227N1NQYS56,answer,5.0,likely,mod,how,MA,political
A1TZCSZA0IQ6JB,answer,4.0,likely,mod,how,MA,political
A2TH9DIRISH8FE,answer,3.0,likely,mod,how,MA,political
A2YKYAZYVWOXBO,answer,2.0,likely,mod,how,MA,political
A1IFF4KV23FGHJ,answer,3.0,likely,mod,how,MA,political
ASAAL9165IX44,answer,3.0,likely,mod,how,MA,political
A17FGZ1I5P9RZA,answer,5.0,likely,mod,how,MA,political
A3KC385CZNYEG5,answer,4.0,likely,mod,how,MA,political
AWAW665TQQP2F,answer,4.0,likely,mod,how,MA,political
A2MKXI4KCRRI7Y,answer,5.0,likely,mod,how,MA,political
AH31QLJ57XC8W,answer,2.0,likely,mod,how,MA,political
A3EWC3BN8RU33I,answer,4.0,likely,mod,how,MA,political
A1O67YS3DU0ZHX,answer,4.0,likely,mod,how,MA,political
A3V8C77FN4FLUA,answer,5.0,likely,mod,where,MA,fido
A1YUK67SL5TWT0,answer,5.0,likely,mod,where,MA,fido
AMIEYCL7GQF9L,answer,3.0,likely,mod,where,MA,fido
ACON9O9NMFOHE,answer,5.0,likely,mod,where,MA,fido
AQ5C03D6O9LK6,answer,5.0,likely,mod,where,MA,fido
A3IRT5NAX14OIT,answer,2.0,likely,mod,where,MA,fido
A3I1W58P6SIV26,answer,3.0,likely,mod,where,MA,fido
A2B227N1NQYS56,answer,5.0,likely,mod,where,MA,fido
A1TZCSZA0IQ6JB,answer,4.0,likely,mod,where,MA,fido
A2TH9DIRISH8FE,answer,3.0,likely,mod,where,MA,fido
A2YKYAZYVWOXBO,answer,4.0,likely,mod,where,MA,fido
A1IFF4KV23FGHJ,answer,4.0,likely,mod,where,MA,fido
ASAAL9165IX44,answer,3.0,likely,mod,where,MA,fido
A17FGZ1I5P9RZA,answer,4.0,likely,mod,where,MA,fido
A3KC385CZNYEG5,answer,5.0,likely,mod,where,MA,fido
AWAW665TQQP2F,answer,5.0,likely,mod,where,MA,fido
A2MKXI4KCRRI7Y,answer,5.0,likely,mod,where,MA,fido
AH31QLJ57XC8W,answer,3.0,likely,mod,where,MA,fido
A3EWC3BN8RU33I,answer,3.0,likely,mod,where,MA,fido
A1O67YS3DU0ZHX,answer,4.0,likely,mod,where,MA,fido
A3V8C77FN4FLUA,answer,5.0,likely,mod,who,MA,vacation
A1YUK67SL5TWT0,answer,5.0,likely,mod,who,MA,vacation
AMIEYCL7GQF9L,answer,4.0,likely,mod,who,MA,vacation
ACON9O9NMFOHE,answer,5.0,likely,mod,who,MA,vacation
AQ5C03D6O9LK6,answer,5.0,likely,mod,who,MA,vacation
A3IRT5NAX14OIT,answer,0.0,likely,mod,who,MA,vacation
A3I1W58P6SIV26,answer,3.0,likely,mod,who,MA,vacation
A2B227N1NQYS56,answer,5.0,likely,mod,who,MA,vacation
A1TZCSZA0IQ6JB,answer,3.0,likely,mod,who,MA,vacation
A2TH9DIRISH8FE,answer,3.0,likely,mod,who,MA,vacation
A2YKYAZYVWOXBO,answer,0.0,likely,mod,who,MA,vacation
A1IFF4KV23FGHJ,answer,3.0,likely,mod,who,MA,vacation
ASAAL9165IX44,answer,3.0,likely,mod,who,MA,vacation
A17FGZ1I5P9RZA,answer,4.0,likely,mod,who,MA,vacation
A3KC385CZNYEG5,answer,4.0,likely,mod,who,MA,vacation
AWAW665TQQP2F,answer,5.0,likely,mod,who,MA,vacation
A2MKXI4KCRRI7Y,answer,4.0,likely,mod,who,MA,vacation
AH31QLJ57XC8W,answer,2.0,likely,mod,who,MA,vacation
A3EWC3BN8RU33I,answer,5.0,likely,mod,who,MA,vacation
A1O67YS3DU0ZHX,answer,4.0,likely,mod,who,MA,vacation
A3V8C77FN4FLUA,answer,5.0,likely,mod,how,MA,petra
A1YUK67SL5TWT0,answer,5.0,likely,mod,how,MA,petra
AMIEYCL7GQF9L,answer,4.0,likely,mod,how,MA,petra
ACON9O9NMFOHE,answer,5.0,likely,mod,how,MA,petra
AQ5C03D6O9LK6,answer,5.0,likely,mod,how,MA,petra
A3IRT5NAX14OIT,answer,1.0,likely,mod,how,MA,petra
A3I1W58P6SIV26,answer,3.0,likely,mod,how,MA,petra
A2B227N1NQYS56,answer,5.0,likely,mod,how,MA,petra
A1TZCSZA0IQ6JB,answer,3.0,likely,mod,how,MA,petra
A2TH9DIRISH8FE,answer,3.0,likely,mod,how,MA,petra
A2YKYAZYVWOXBO,answer,2.0,likely,mod,how,MA,petra
A1IFF4KV23FGHJ,answer,4.0,likely,mod,how,MA,petra
ASAAL9165IX44,answer,3.0,likely,mod,how,MA,petra
A17FGZ1I5P9RZA,answer,4.0,likely,mod,how,MA,petra
A3KC385CZNYEG5,answer,4.0,likely,mod,how,MA,petra
AWAW665TQQP2F,answer,3.0,likely,mod,how,MA,petra
A2MKXI4KCRRI7Y,answer,4.0,likely,mod,how,MA,petra
AH31QLJ57XC8W,answer,2.0,likely,mod,how,MA,petra
A3EWC3BN8RU33I,answer,2.0,likely,mod,how,MA,petra
A1O67YS3DU0ZHX,answer,5.0,likely,mod,how,MA,petra
A3V8C77FN4FLUA,answer,5.0,likely,mod,where,MA,chocolate
A1YUK67SL5TWT0,answer,4.0,likely,mod,where,MA,chocolate
AMIEYCL7GQF9L,answer,4.0,likely,mod,where,MA,chocolate
ACON9O9NMFOHE,answer,5.0,likely,mod,where,MA,chocolate
AQ5C03D6O9LK6,answer,5.0,likely,mod,where,MA,chocolate
A3IRT5NAX14OIT,answer,0.0,likely,mod,where,MA,chocolate
A3I1W58P6SIV26,answer,4.0,likely,mod,where,MA,chocolate
A2B227N1NQYS56,answer,5.0,likely,mod,where,MA,chocolate
A1TZCSZA0IQ6JB,answer,3.0,likely,mod,where,MA,chocolate
A2TH9DIRISH8FE,answer,3.0,likely,mod,where,MA,chocolate
A2YKYAZYVWOXBO,answer,4.0,likely,mod,where,MA,chocolate
A1IFF4KV23FGHJ,answer,2.0,likely,mod,where,MA,chocolate
ASAAL9165IX44,answer,3.0,likely,mod,where,MA,chocolate
A17FGZ1I5P9RZA,answer,3.0,likely,mod,where,MA,chocolate
A3KC385CZNYEG5,answer,4.0,likely,mod,where,MA,chocolate
AWAW665TQQP2F,answer,5.0,likely,mod,where,MA,chocolate
A2MKXI4KCRRI7Y,answer,5.0,likely,mod,where,MA,chocolate
AH31QLJ57XC8W,answer,2.0,likely,mod,where,MA,chocolate
A3EWC3BN8RU33I,answer,1.0,likely,mod,where,MA,chocolate
A1O67YS3DU0ZHX,answer,5.0,likely,mod,where,MA,chocolate
A3V8C77FN4FLUA,answer,5.0,likely,mod,who,MA,office
A1YUK67SL5TWT0,answer,5.0,likely,mod,who,MA,office
AMIEYCL7GQF9L,answer,3.0,likely,mod,who,MA,office
ACON9O9NMFOHE,answer,5.0,likely,mod,who,MA,office
AQ5C03D6O9LK6,answer,5.0,likely,mod,who,MA,office
A3IRT5NAX14OIT,answer,5.0,likely,mod,who,MA,office
A3I1W58P6SIV26,answer,5.0,likely,mod,who,MA,office
A2B227N1NQYS56,answer,5.0,likely,mod,who,MA,office
A1TZCSZA0IQ6JB,answer,4.0,likely,mod,who,MA,office
A2TH9DIRISH8FE,answer,3.0,likely,mod,who,MA,office
A2YKYAZYVWOXBO,answer,5.0,likely,mod,who,MA,office
A1IFF4KV23FGHJ,answer,2.0,likely,mod,who,MA,office
ASAAL9165IX44,answer,3.0,likely,mod,who,MA,office
A17FGZ1I5P9RZA,answer,4.0,likely,mod,who,MA,office
A3KC385CZNYEG5,answer,4.0,likely,mod,who,MA,office
AWAW665TQQP2F,answer,4.0,likely,mod,who,MA,office
A2MKXI4KCRRI7Y,answer,5.0,likely,mod,who,MA,office
AH31QLJ57XC8W,answer,3.0,likely,mod,who,MA,office
A3EWC3BN8RU33I,answer,0.0,likely,mod,who,MA,office
A1O67YS3DU0ZHX,answer,4.0,likely,mod,who,MA,office
A3V8C77FN4FLUA,answer,3.0,likely,mod,how,MA,college
A1YUK67SL5TWT0,answer,4.0,likely,mod,how,MA,college
AMIEYCL7GQF9L,answer,4.0,likely,mod,how,MA,college
ACON9O9NMFOHE,answer,2.0,likely,mod,how,MA,college
AQ5C03D6O9LK6,answer,4.0,likely,mod,how,MA,college
A3IRT5NAX14OIT,answer,5.0,likely,mod,how,MA,college
A3I1W58P6SIV26,answer,3.0,likely,mod,how,MA,college
A2B227N1NQYS56,answer,5.0,likely,mod,how,MA,college
A1TZCSZA0IQ6JB,answer,3.0,likely,mod,how,MA,college
A2TH9DIRISH8FE,answer,3.0,likely,mod,how,MA,college
A2YKYAZYVWOXBO,answer,3.0,likely,mod,how,MA,college
A1IFF4KV23FGHJ,answer,2.0,likely,mod,how,MA,college
ASAAL9165IX44,answer,3.0,likely,mod,how,MA,college
A17FGZ1I5P9RZA,answer,3.0,likely,mod,how,MA,college
A3KC385CZNYEG5,answer,4.0,likely,mod,how,MA,college
AWAW665TQQP2F,answer,3.0,likely,mod,how,MA,college
A2MKXI4KCRRI7Y,answer,5.0,likely,mod,how,MA,college
AH31QLJ57XC8W,answer,4.0,likely,mod,how,MA,college
A3EWC3BN8RU33I,answer,5.0,likely,mod,how,MA,college
A1O67YS3DU0ZHX,answer,2.0,likely,mod,how,MA,college
A3V8C77FN4FLUA,answer,5.0,likely,mod,where,MA,hideseek
A1YUK67SL5TWT0,answer,3.0,likely,mod,where,MA,hideseek
AMIEYCL7GQF9L,answer,4.0,likely,mod,where,MA,hideseek
ACON9O9NMFOHE,answer,5.0,likely,mod,where,MA,hideseek
AQ5C03D6O9LK6,answer,5.0,likely,mod,where,MA,hideseek
A3IRT5NAX14OIT,answer,5.0,likely,mod,where,MA,hideseek
A3I1W58P6SIV26,answer,5.0,likely,mod,where,MA,hideseek
A2B227N1NQYS56,answer,5.0,likely,mod,where,MA,hideseek
A1TZCSZA0IQ6JB,answer,3.0,likely,mod,where,MA,hideseek
A2TH9DIRISH8FE,answer,3.0,likely,mod,where,MA,hideseek
A2YKYAZYVWOXBO,answer,4.0,likely,mod,where,MA,hideseek
A1IFF4KV23FGHJ,answer,1.0,likely,mod,where,MA,hideseek
ASAAL9165IX44,answer,3.0,likely,mod,where,MA,hideseek
A17FGZ1I5P9RZA,answer,4.0,likely,mod,where,MA,hideseek
A3KC385CZNYEG5,answer,5.0,likely,mod,where,MA,hideseek
AWAW665TQQP2F,answer,4.0,likely,mod,where,MA,hideseek
A2MKXI4KCRRI7Y,answer,5.0,likely,mod,where,MA,hideseek
AH31QLJ57XC8W,answer,4.0,likely,mod,where,MA,hideseek
A3EWC3BN8RU33I,answer,5.0,likely,mod,where,MA,hideseek
A1O67YS3DU0ZHX,answer,4.0,likely,mod,where,MA,hideseek
A3V8C77FN4FLUA,answer,5.0,likely,mod,who,MA,customer
A1YUK67SL5TWT0,answer,5.0,likely,mod,who,MA,customer
AMIEYCL7GQF9L,answer,3.0,likely,mod,who,MA,customer
ACON9O9NMFOHE,answer,5.0,likely,mod,who,MA,customer
AQ5C03D6O9LK6,answer,5.0,likely,mod,who,MA,customer
A3IRT5NAX14OIT,answer,5.0,likely,mod,who,MA,customer
A3I1W58P6SIV26,answer,5.0,likely,mod,who,MA,customer
A2B227N1NQYS56,answer,5.0,likely,mod,who,MA,customer
A1TZCSZA0IQ6JB,answer,3.0,likely,mod,who,MA,customer
A2TH9DIRISH8FE,answer,3.0,likely,mod,who,MA,customer
A2YKYAZYVWOXBO,answer,4.0,likely,mod,who,MA,customer
A1IFF4KV23FGHJ,answer,3.0,likely,mod,who,MA,customer
ASAAL9165IX44,answer,3.0,likely,mod,who,MA,customer
A17FGZ1I5P9RZA,answer,5.0,likely,mod,who,MA,customer
A3KC385CZNYEG5,answer,4.0,likely,mod,who,MA,customer
AWAW665TQQP2F,answer,3.0,likely,mod,who,MA,customer
A2MKXI4KCRRI7Y,answer,5.0,likely,mod,who,MA,customer
AH31QLJ57XC8W,answer,2.0,likely,mod,who,MA,customer
A3EWC3BN8RU33I,answer,5.0,likely,mod,who,MA,customer
A1O67YS3DU0ZHX,answer,5.0,likely,mod,who,MA,customer
A3V8C77FN4FLUA,answer,5.0,likely,mod,how,MA,holywood
A1YUK67SL5TWT0,answer,5.0,likely,mod,how,MA,holywood
AMIEYCL7GQF9L,answer,4.0,likely,mod,how,MA,holywood
ACON9O9NMFOHE,answer,5.0,likely,mod,how,MA,holywood
AQ5C03D6O9LK6,answer,5.0,likely,mod,how,MA,holywood
A3IRT5NAX14OIT,answer,2.0,likely,mod,how,MA,holywood
A3I1W58P6SIV26,answer,3.0,likely,mod,how,MA,holywood
A2B227N1NQYS56,answer,5.0,likely,mod,how,MA,holywood
A1TZCSZA0IQ6JB,answer,3.0,likely,mod,how,MA,holywood
A2TH9DIRISH8FE,answer,3.0,likely,mod,how,MA,holywood
A2YKYAZYVWOXBO,answer,5.0,likely,mod,how,MA,holywood
A1IFF4KV23FGHJ,answer,1.0,likely,mod,how,MA,holywood
ASAAL9165IX44,answer,3.0,likely,mod,how,MA,holywood
A17FGZ1I5P9RZA,answer,5.0,likely,mod,how,MA,holywood
A3KC385CZNYEG5,answer,4.0,likely,mod,how,MA,holywood
AWAW665TQQP2F,answer,3.0,likely,mod,how,MA,holywood
A2MKXI4KCRRI7Y,answer,5.0,likely,mod,how,MA,holywood
AH31QLJ57XC8W,answer,4.0,likely,mod,how,MA,holywood
A3EWC3BN8RU33I,answer,1.0,likely,mod,how,MA,holywood
A1O67YS3DU0ZHX,answer,4.0,likely,mod,how,MA,holywood
A3V8C77FN4FLUA,answer,5.0,likely,mod,who,MA,intern
A1YUK67SL5TWT0,answer,5.0,likely,mod,who,MA,intern
AMIEYCL7GQF9L,answer,4.0,likely,mod,who,MA,intern
ACON9O9NMFOHE,answer,5.0,likely,mod,who,MA,intern
AQ5C03D6O9LK6,answer,5.0,likely,mod,who,MA,intern
A3IRT5NAX14OIT,answer,4.0,likely,mod,who,MA,intern
A3I1W58P6SIV26,answer,4.0,likely,mod,who,MA,intern
A2B227N1NQYS56,answer,5.0,likely,mod,who,MA,intern
A1TZCSZA0IQ6JB,answer,4.0,likely,mod,who,MA,intern
A2TH9DIRISH8FE,answer,3.0,likely,mod,who,MA,intern
A2YKYAZYVWOXBO,answer,5.0,likely,mod,who,MA,intern
A1IFF4KV23FGHJ,answer,1.0,likely,mod,who,MA,intern
ASAAL9165IX44,answer,3.0,likely,mod,who,MA,intern
A17FGZ1I5P9RZA,answer,5.0,likely,mod,who,MA,intern
A3KC385CZNYEG5,answer,4.0,likely,mod,who,MA,intern
AWAW665TQQP2F,answer,5.0,likely,mod,who,MA,intern
A2MKXI4KCRRI7Y,answer,5.0,likely,mod,who,MA,intern
AH31QLJ57XC8W,answer,3.0,likely,mod,who,MA,intern
A3EWC3BN8RU33I,answer,5.0,likely,mod,who,MA,intern
A1O67YS3DU0ZHX,answer,4.0,likely,mod,who,MA,intern
A3V8C77FN4FLUA,answer,5.0,likely,mod,where,MA,lights
A1YUK67SL5TWT0,answer,5.0,likely,mod,where,MA,lights
AMIEYCL7GQF9L,answer,4.0,likely,mod,where,MA,lights
ACON9O9NMFOHE,answer,5.0,likely,mod,where,MA,lights
AQ5C03D6O9LK6,answer,5.0,likely,mod,where,MA,lights
A3IRT5NAX14OIT,answer,1.0,likely,mod,where,MA,lights
A3I1W58P6SIV26,answer,5.0,likely,mod,where,MA,lights
A2B227N1NQYS56,answer,5.0,likely,mod,where,MA,lights
A1TZCSZA0IQ6JB,answer,4.0,likely,mod,where,MA,lights
A2TH9DIRISH8FE,answer,3.0,likely,mod,where,MA,lights
A2YKYAZYVWOXBO,answer,4.0,likely,mod,where,MA,lights
A1IFF4KV23FGHJ,answer,3.0,likely,mod,where,MA,lights
ASAAL9165IX44,answer,3.0,likely,mod,where,MA,lights
A17FGZ1I5P9RZA,answer,5.0,likely,mod,where,MA,lights
A3KC385CZNYEG5,answer,4.0,likely,mod,where,MA,lights
AWAW665TQQP2F,answer,5.0,likely,mod,where,MA,lights
A2MKXI4KCRRI7Y,answer,5.0,likely,mod,where,MA,lights
AH31QLJ57XC8W,answer,2.0,likely,mod,where,MA,lights
A3EWC3BN8RU33I,answer,4.0,likely,mod,where,MA,lights
A1O67YS3DU0ZHX,answer,3.0,likely,mod,where,MA,lights
A2NHWPJ304YVH0,answer,4.0,accept,nomod,how,MO,political
A3FCZNB9E8K3CX,answer,5.0,accept,nomod,how,MO,political
A2Y7GPMP1H9N7G,answer,4.0,accept,nomod,how,MO,political
A30USRN6IWGIY8,answer,0.0,accept,nomod,how,MO,political
A1ZDR2UN7M92LI,answer,5.0,accept,nomod,how,MO,political
A2JZ79WO4PM0IJ,answer,2.0,accept,nomod,how,MO,political
A2AAFWAAS9C1QC,answer,4.0,accept,nomod,how,MO,political
A3L0DCUXI7X3A9,answer,4.0,accept,nomod,how,MO,political
A69RUK0SZV067,answer,3.0,accept,nomod,how,MO,political
A281NYJUA83Y3Y,answer,3.0,accept,nomod,how,MO,political
ATP43ZVI1RP0C,answer,3.0,accept,nomod,how,MO,political
A26PPHR171P4H4,answer,3.0,accept,nomod,how,MO,political
AOB5RZ3WSAZPS,answer,5.0,accept,nomod,how,MO,political
A2Z70GL7HTFFQR,answer,2.0,accept,nomod,how,MO,political
A1ZUUNIIJSDJBG,answer,3.0,accept,nomod,how,MO,political
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,how,MO,political
AXTXEIVVXTX74,answer,2.0,accept,nomod,how,MO,political
A14294HZGND1AZ,answer,4.0,accept,nomod,how,MO,political
A3FIO5T8LH65DM,answer,5.0,accept,nomod,how,MO,political
A2NHWPJ304YVH0,answer,4.0,accept,nomod,where,MO,fido
A3FCZNB9E8K3CX,answer,4.0,accept,nomod,where,MO,fido
A2Y7GPMP1H9N7G,answer,3.0,accept,nomod,where,MO,fido
A30USRN6IWGIY8,answer,5.0,accept,nomod,where,MO,fido
A1ZDR2UN7M92LI,answer,3.0,accept,nomod,where,MO,fido
A2JZ79WO4PM0IJ,answer,3.0,accept,nomod,where,MO,fido
A2AAFWAAS9C1QC,answer,4.0,accept,nomod,where,MO,fido
A3L0DCUXI7X3A9,answer,4.0,accept,nomod,where,MO,fido
A69RUK0SZV067,answer,4.0,accept,nomod,where,MO,fido
A281NYJUA83Y3Y,answer,2.0,accept,nomod,where,MO,fido
ATP43ZVI1RP0C,answer,5.0,accept,nomod,where,MO,fido
A26PPHR171P4H4,answer,4.0,accept,nomod,where,MO,fido
AOB5RZ3WSAZPS,answer,5.0,accept,nomod,where,MO,fido
A2Z70GL7HTFFQR,answer,4.0,accept,nomod,where,MO,fido
A1ZUUNIIJSDJBG,answer,5.0,accept,nomod,where,MO,fido
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,where,MO,fido
AXTXEIVVXTX74,answer,1.0,accept,nomod,where,MO,fido
A14294HZGND1AZ,answer,4.0,accept,nomod,where,MO,fido
A3FIO5T8LH65DM,answer,4.0,accept,nomod,where,MO,fido
A2NHWPJ304YVH0,answer,4.0,accept,nomod,who,MO,vacation
A3FCZNB9E8K3CX,answer,2.0,accept,nomod,who,MO,vacation
A2Y7GPMP1H9N7G,answer,3.0,accept,nomod,who,MO,vacation
A30USRN6IWGIY8,answer,5.0,accept,nomod,who,MO,vacation
A1ZDR2UN7M92LI,answer,4.0,accept,nomod,who,MO,vacation
A2JZ79WO4PM0IJ,answer,1.0,accept,nomod,who,MO,vacation
A2AAFWAAS9C1QC,answer,4.0,accept,nomod,who,MO,vacation
A3L0DCUXI7X3A9,answer,3.0,accept,nomod,who,MO,vacation
A69RUK0SZV067,answer,5.0,accept,nomod,who,MO,vacation
A281NYJUA83Y3Y,answer,1.0,accept,nomod,who,MO,vacation
ATP43ZVI1RP0C,answer,3.0,accept,nomod,who,MO,vacation
A26PPHR171P4H4,answer,3.0,accept,nomod,who,MO,vacation
AOB5RZ3WSAZPS,answer,1.0,accept,nomod,who,MO,vacation
A2Z70GL7HTFFQR,answer,4.0,accept,nomod,who,MO,vacation
A1ZUUNIIJSDJBG,answer,3.0,accept,nomod,who,MO,vacation
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,who,MO,vacation
AXTXEIVVXTX74,answer,1.0,accept,nomod,who,MO,vacation
A14294HZGND1AZ,answer,5.0,accept,nomod,who,MO,vacation
A3FIO5T8LH65DM,answer,5.0,accept,nomod,who,MO,vacation
A2NHWPJ304YVH0,answer,4.0,accept,nomod,how,MO,petra
A3FCZNB9E8K3CX,answer,4.0,accept,nomod,how,MO,petra
A2Y7GPMP1H9N7G,answer,3.0,accept,nomod,how,MO,petra
A30USRN6IWGIY8,answer,3.0,accept,nomod,how,MO,petra
A1ZDR2UN7M92LI,answer,4.0,accept,nomod,how,MO,petra
A2JZ79WO4PM0IJ,answer,2.0,accept,nomod,how,MO,petra
A2AAFWAAS9C1QC,answer,3.0,accept,nomod,how,MO,petra
A3L0DCUXI7X3A9,answer,4.0,accept,nomod,how,MO,petra
A69RUK0SZV067,answer,0.0,accept,nomod,how,MO,petra
A281NYJUA83Y3Y,answer,3.0,accept,nomod,how,MO,petra
ATP43ZVI1RP0C,answer,3.0,accept,nomod,how,MO,petra
A26PPHR171P4H4,answer,2.0,accept,nomod,how,MO,petra
AOB5RZ3WSAZPS,answer,2.0,accept,nomod,how,MO,petra
A2Z70GL7HTFFQR,answer,4.0,accept,nomod,how,MO,petra
A1ZUUNIIJSDJBG,answer,5.0,accept,nomod,how,MO,petra
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,how,MO,petra
